id,attack_date,org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents
RAN202400175,07-08-2024 12:00,Clinic,Medium,23,50-350,Weekly,TRUE,58.6,TRUE,FALSE,70,Compromised Credentials,FALSE,33.26,3
RAN202400176,04-08-2024 19:00,Hospital,Large,15,350+,Monthly,TRUE,55.77,TRUE,FALSE,45,Compromised Credentials,FALSE,36.62,1
RAN202400177,27-09-2024 16:00,Clinic,Small,14,350+,Daily,TRUE,79.2,TRUE,FALSE,38,Compromised Credentials,FALSE,27.14,5
RAN202400178,11-01-2024 17:00,Hospital,Large,2,Jan-50,Weekly,TRUE,61.61,TRUE,FALSE,59,Phishing Email,TRUE,42.94,1
RAN202400179,13-07-2024 23:00,Pharma,Medium,7,50-350,Daily,FALSE,60.28,FALSE,FALSE,39,Exploited Vulnerability,TRUE,50.13,6
RAN202400180,14-07-2024 14:00,Hospital,Large,17,350+,Daily,TRUE,76.24,TRUE,FALSE,35,Exploited Vulnerability,FALSE,27.43,7
RAN202400181,02-04-2024 00:00,Hospital,Large,18,Jan-50,Monthly,FALSE,61.86,TRUE,FALSE,28,Compromised Credentials,FALSE,20.51,6
RAN202400182,19-04-2024 07:00,Hospital,Large,6,350+,Daily,TRUE,60.07,FALSE,FALSE,22,RDP Exploit,TRUE,74.42,5
RAN202400183,01-03-2024 14:00,Pharma,Medium,21,Jan-50,Daily,TRUE,46.2,FALSE,FALSE,64,Compromised Credentials,FALSE,22.34,7
RAN202400184,10-07-2024 14:00,Insurance,Large,8,350+,Daily,TRUE,60.32,TRUE,FALSE,32,Malicious Website,FALSE,42.46,7
RAN202400185,25-08-2024 14:00,Hospital,Medium,2,50-350,Weekly,TRUE,64.13,TRUE,FALSE,50,Compromised Credentials,TRUE,40.21,4
RAN202400186,08-07-2024 10:00,Clinic,Small,1,350+,Daily,FALSE,72.57,TRUE,FALSE,16,Compromised Credentials,FALSE,34.41,6
RAN202400187,26-04-2024 10:00,Insurance,Medium,16,50-350,Monthly,FALSE,66.23,FALSE,TRUE,47,Compromised Credentials,FALSE,22.35,4
RAN202400188,16-05-2024 01:00,Clinic,Small,7,Jan-50,More than once per day,TRUE,39.05,TRUE,TRUE,45,Compromised Credentials,TRUE,53.06,7
RAN202400189,12-09-2024 21:00,Clinic,Medium,22,350+,Daily,TRUE,66.73,TRUE,TRUE,30,Phishing Email,TRUE,59.99,7
RAN202400190,07-08-2024 16:00,Hospital,Medium,24,Jan-50,Weekly,TRUE,48.22,TRUE,FALSE,59,Phishing Email,TRUE,45.94,4
RAN202400191,24-03-2024 15:00,Hospital,Large,11,Jan-50,Daily,FALSE,46.14,TRUE,FALSE,25,Exploited Vulnerability,FALSE,35.53,2
RAN202400192,15-05-2024 12:00,Insurance,Medium,15,50-350,Weekly,TRUE,53.72,TRUE,FALSE,53,RDP Exploit,FALSE,53.01,1
RAN202400193,10-05-2024 08:00,Pharma,Medium,13,50-350,Daily,FALSE,63.67,TRUE,FALSE,36,RDP Exploit,TRUE,62.68,5
RAN202400194,08-07-2024 16:00,Clinic,Small,24,350+,More than once per day,TRUE,22.32,TRUE,TRUE,19,Exploited Vulnerability,FALSE,70.22,7
RAN202400195,01-06-2024 00:00,Hospital,Medium,2,Jan-50,More than once per day,TRUE,41.1,TRUE,TRUE,32,RDP Exploit,TRUE,57.52,5
RAN202400196,20-06-2024 06:00,Hospital,Medium,14,50-350,Monthly,FALSE,51.91,FALSE,FALSE,32,Compromised Credentials,TRUE,59.36,5
RAN202400197,03-04-2024 00:00,Research Lab,Medium,24,50-350,Weekly,TRUE,42.2,TRUE,TRUE,50,Exploited Vulnerability,FALSE,10.17,6
RAN202400198,27-06-2024 10:00,Insurance,Large,6,Jan-50,Weekly,TRUE,50.33,TRUE,FALSE,45,Compromised Credentials,FALSE,48.39,1
RAN202400199,17-12-2024 06:00,Insurance,Medium,9,Jan-50,Daily,TRUE,47.41,TRUE,FALSE,41,Compromised Credentials,TRUE,61.24,6
RAN202400200,30-04-2024 09:00,Research Lab,Small,7,Jan-50,Weekly,TRUE,84.29,TRUE,FALSE,71,Exploited Vulnerability,TRUE,35.9,4
RAN202400201,04-06-2024 03:00,Clinic,Small,18,Jan-50,Daily,TRUE,84.61,TRUE,TRUE,83,Phishing Email,FALSE,41.4,2
RAN202400202,23-05-2024 10:00,Hospital,Large,24,350+,Monthly,TRUE,52.46,TRUE,FALSE,27,Phishing Email,FALSE,52.73,1
RAN202400203,02-08-2024 16:00,Hospital,Medium,9,50-350,Weekly,FALSE,53.59,TRUE,FALSE,24,Compromised Credentials,FALSE,37.07,6
RAN202400204,25-05-2024 16:00,Insurance,Medium,23,50-350,Weekly,FALSE,45.05,TRUE,FALSE,24,Phishing Email,FALSE,49.78,7
RAN202400205,22-06-2024 09:00,Clinic,Medium,4,350+,More than once per day,FALSE,37.23,TRUE,TRUE,11,Compromised Credentials,FALSE,34.15,2
RAN202400206,13-02-2024 18:00,Hospital,Medium,9,Jan-50,Daily,TRUE,53.78,TRUE,FALSE,49,Compromised Credentials,FALSE,34.72,2
RAN202400207,12-08-2024 03:00,Hospital,Large,4,350+,Daily,FALSE,52.48,TRUE,TRUE,12,Exploited Vulnerability,FALSE,39.57,2
RAN202400208,05-11-2024 06:00,Clinic,Medium,12,50-350,Monthly,TRUE,50.01,TRUE,FALSE,46,Compromised Credentials,TRUE,61.6,1
RAN202400209,19-11-2024 10:00,Hospital,Large,4,350+,Daily,TRUE,57.39,TRUE,TRUE,22,Infected Removable Media,FALSE,40.95,4
RAN202400210,11-08-2024 21:00,Hospital,Medium,24,Jan-50,Daily,TRUE,71.65,TRUE,FALSE,91,Exploited Vulnerability,TRUE,56.73,6
RAN202400211,03-10-2024 17:00,Clinic,Small,20,350+,Daily,TRUE,60.95,TRUE,TRUE,35,Compromised Credentials,FALSE,57.15,4
RAN202400212,25-12-2024 05:00,Clinic,Small,14,Jan-50,Daily,TRUE,87.28,FALSE,FALSE,54,Compromised Credentials,TRUE,40.58,3
RAN202400213,12-10-2024 05:00,Clinic,Small,24,Jan-50,More than once per day,TRUE,43.06,TRUE,TRUE,62,Phishing Email,TRUE,70.55,5
RAN202400214,04-04-2024 03:00,Hospital,Medium,24,50-350,Monthly,FALSE,66.64,TRUE,TRUE,45,Exploited Vulnerability,FALSE,22.8,5
RAN202400215,09-03-2024 13:00,Research Lab,Small,7,Jan-50,Weekly,TRUE,63.59,TRUE,FALSE,60,Exploited Vulnerability,TRUE,15.69,4
RAN202400216,17-07-2024 03:00,Hospital,Medium,13,50-350,Monthly,FALSE,54.49,TRUE,FALSE,34,Compromised Credentials,FALSE,48.9,5
RAN202400217,28-01-2024 13:00,Hospital,Medium,22,50-350,Weekly,TRUE,53.02,TRUE,FALSE,48,Phishing Email,FALSE,21.04,4
RAN202400218,11-09-2024 05:00,Research Lab,Medium,8,50-350,Daily,TRUE,59.93,TRUE,FALSE,51,Exploited Vulnerability,TRUE,50.85,7
RAN202400219,22-10-2024 13:00,Clinic,Small,23,Jan-50,Daily,TRUE,50.81,TRUE,TRUE,85,Exploited Vulnerability,FALSE,21.09,2
RAN202400220,03-02-2024 23:00,Insurance,Medium,5,Jan-50,More than once per day,FALSE,36.08,TRUE,FALSE,15,Exploited Vulnerability,FALSE,40.55,6
RAN202400221,08-07-2024 18:00,Clinic,Small,12,Jan-50,Monthly,TRUE,51.71,TRUE,TRUE,56,Compromised Credentials,FALSE,22.9,7
RAN202400222,16-06-2024 09:00,Clinic,Medium,13,50-350,Daily,TRUE,43.82,TRUE,FALSE,34,Compromised Credentials,FALSE,60.47,3
RAN202400223,06-02-2024 04:00,Hospital,Large,20,Jan-50,Daily,TRUE,56.54,TRUE,FALSE,40,Exploited Vulnerability,FALSE,24.38,5
RAN202400224,10-03-2024 03:00,Hospital,Large,14,Jan-50,Daily,TRUE,55.42,TRUE,FALSE,53,Exploited Vulnerability,TRUE,51.21,7
RAN202400225,17-01-2024 16:00,Hospital,Medium,18,Jan-50,Daily,FALSE,58.03,TRUE,TRUE,48,Compromised Credentials,FALSE,24.38,2
RAN202400226,25-01-2024 07:00,Hospital,Medium,24,Jan-50,Daily,TRUE,58.91,FALSE,FALSE,64,Compromised Credentials,TRUE,43.86,5
RAN202400227,21-03-2024 01:00,Pharma,Medium,20,50-350,Daily,TRUE,54.77,TRUE,FALSE,68,RDP Exploit,FALSE,35.52,3
RAN202400228,09-07-2024 15:00,Hospital,Large,4,350+,Weekly,FALSE,57.3,TRUE,TRUE,6,Exploited Vulnerability,TRUE,58.08,1
RAN202400229,06-08-2024 19:00,Insurance,Medium,21,Jan-50,Weekly,TRUE,46.31,TRUE,FALSE,69,Compromised Credentials,TRUE,59.66,3
RAN202400230,03-04-2024 13:00,Clinic,Medium,18,50-350,Daily,FALSE,90,TRUE,FALSE,39,Phishing Email,TRUE,46.87,2
RAN202400231,29-06-2024 14:00,Research Lab,Medium,7,50-350,Daily,FALSE,46.8,TRUE,FALSE,9,Compromised Credentials,FALSE,39.29,3
RAN202400232,16-02-2024 06:00,Clinic,Medium,15,50-350,Monthly,FALSE,45.03,TRUE,FALSE,37,Exploited Vulnerability,FALSE,18.85,2
RAN202400233,08-03-2024 01:00,Clinic,Medium,21,50-350,More than once per day,TRUE,28.3,TRUE,FALSE,30,Compromised Credentials,FALSE,52.87,3
RAN202400234,10-11-2024 09:00,Clinic,Medium,6,50-350,Monthly,TRUE,42.07,TRUE,TRUE,58,Exploited Vulnerability,FALSE,41.9,7
RAN202400235,14-12-2024 00:00,Hospital,Medium,16,50-350,Daily,TRUE,60.25,TRUE,FALSE,80,Phishing Email,FALSE,30.4,5
RAN202400236,02-05-2024 09:00,Research Lab,Small,20,Jan-50,Weekly,FALSE,64.88,TRUE,FALSE,54,Exploited Vulnerability,TRUE,52.06,6
RAN202400237,12-10-2024 07:00,Hospital,Medium,24,50-350,Weekly,TRUE,55.41,TRUE,TRUE,71,Phishing Email,FALSE,42.57,3
RAN202400238,26-07-2024 14:00,Hospital,Medium,8,50-350,Weekly,TRUE,62.89,TRUE,FALSE,59,Exploited Vulnerability,FALSE,33.82,3
RAN202400239,11-12-2024 00:00,Clinic,Small,21,Jan-50,Monthly,FALSE,46.46,TRUE,FALSE,43,Exploited Vulnerability,TRUE,54.38,4
RAN202400240,13-10-2024 15:00,Hospital,Large,16,Jan-50,More than once per day,TRUE,33.3,TRUE,FALSE,36,Exploited Vulnerability,FALSE,39.1,3
RAN202400241,08-07-2024 15:00,Pharma,Large,22,350+,Daily,FALSE,58,TRUE,FALSE,26,Phishing Email,FALSE,39.11,5
RAN202400242,19-01-2024 16:00,Pharma,Medium,16,50-350,Daily,FALSE,51.25,TRUE,FALSE,29,Compromised Credentials,TRUE,67.6,2
RAN202400243,07-05-2024 06:00,Pharma,Medium,3,50-350,Weekly,TRUE,63.94,TRUE,FALSE,36,Compromised Credentials,FALSE,31.42,1
RAN202400244,01-10-2024 09:00,Hospital,Large,17,350+,Daily,TRUE,59.85,TRUE,TRUE,42,Exploited Vulnerability,TRUE,66.66,1
RAN202400245,06-08-2024 19:00,Hospital,Medium,9,50-350,Weekly,TRUE,73.36,TRUE,FALSE,63,Exploited Vulnerability,TRUE,43.9,1
RAN202400246,20-11-2024 20:00,Pharma,Medium,3,50-350,Daily,FALSE,66.97,TRUE,TRUE,20,Exploited Vulnerability,FALSE,43.52,7
RAN202400247,12-10-2024 16:00,Clinic,Medium,20,50-350,Daily,TRUE,49.64,FALSE,FALSE,81,Exploited Vulnerability,FALSE,17.86,1
RAN202400248,29-12-2024 02:00,Pharma,Large,7,350+,Weekly,TRUE,53.64,TRUE,FALSE,21,Exploited Vulnerability,TRUE,73.18,6
RAN202400249,12-03-2024 08:00,Pharma,Medium,18,50-350,More than once per day,FALSE,20.45,TRUE,FALSE,20,Phishing Email,TRUE,79.88,2
RAN202400250,22-04-2024 07:00,Insurance,Medium,12,50-350,Daily,FALSE,52.35,TRUE,FALSE,29,RDP Exploit,FALSE,24.81,6
RAN202400251,09-10-2024 02:00,Hospital,Medium,19,Jan-50,More than once per day,FALSE,52.67,TRUE,FALSE,40,Compromised Credentials,TRUE,50.43,2
RAN202400252,05-10-2024 21:00,Hospital,Large,16,350+,Daily,TRUE,46.68,TRUE,TRUE,22,Exploited Vulnerability,FALSE,26.75,1
RAN202400253,11-09-2024 23:00,Insurance,Medium,22,50-350,Weekly,TRUE,48.65,TRUE,FALSE,54,Compromised Credentials,TRUE,64.72,7
RAN202400254,17-11-2024 07:00,Hospital,Large,24,Jan-50,Weekly,TRUE,70.36,TRUE,FALSE,74,Exploited Vulnerability,FALSE,46.47,3
RAN202400255,13-09-2024 06:00,Hospital,Large,17,350+,Daily,TRUE,54.89,TRUE,FALSE,27,Phishing Email,FALSE,36.18,3
RAN202400256,04-07-2024 06:00,Clinic,Medium,20,50-350,Daily,FALSE,68.93,TRUE,FALSE,45,Compromised Credentials,FALSE,17.98,6
RAN202400257,28-01-2024 15:00,Pharma,Medium,15,Jan-50,Daily,FALSE,74.7,FALSE,FALSE,53,Exploited Vulnerability,FALSE,24.4,4
RAN202400258,11-02-2024 12:00,Clinic,Medium,1,50-350,Daily,FALSE,58.23,TRUE,FALSE,20,Compromised Credentials,FALSE,42.92,2
RAN202400259,17-07-2024 23:00,Clinic,Medium,2,50-350,Monthly,TRUE,49.66,TRUE,FALSE,48,Exploited Vulnerability,FALSE,43.5,4
RAN202400260,04-06-2024 20:00,Hospital,Large,8,350+,Monthly,TRUE,51.28,TRUE,FALSE,23,Compromised Credentials,FALSE,20.6,5
RAN202400261,21-10-2024 23:00,Clinic,Small,22,Jan-50,More than once per day,TRUE,30.48,TRUE,FALSE,49,Exploited Vulnerability,FALSE,24.4,2
RAN202400262,18-01-2024 13:00,Pharma,Large,2,350+,More than once per day,TRUE,28.7,TRUE,FALSE,11,Compromised Credentials,TRUE,85.65,1
RAN202400263,28-06-2024 14:00,Hospital,Medium,19,50-350,Monthly,TRUE,68.43,TRUE,TRUE,102,Phishing Email,TRUE,51.94,1
RAN202400264,26-09-2024 03:00,Clinic,Small,9,Jan-50,Daily,FALSE,81.96,TRUE,TRUE,25,Phishing Email,FALSE,12.45,4
RAN202400265,31-01-2024 09:00,Insurance,Large,9,350+,Daily,TRUE,70.62,TRUE,FALSE,32,RDP Exploit,FALSE,18.19,2
RAN202400266,25-08-2024 04:00,Research Lab,Medium,13,50-350,Weekly,FALSE,62.75,FALSE,FALSE,42,Compromised Credentials,FALSE,18.88,3
RAN202400267,31-03-2024 02:00,Clinic,Small,6,Jan-50,Daily,FALSE,57.96,TRUE,FALSE,43,Compromised Credentials,TRUE,54.76,2
RAN202400268,10-07-2024 13:00,Research Lab,Medium,15,50-350,Daily,TRUE,68.4,TRUE,FALSE,68,Exploited Vulnerability,FALSE,25.08,4
RAN202400269,21-09-2024 18:00,Hospital,Large,19,350+,Monthly,TRUE,56.38,TRUE,FALSE,33,Exploited Vulnerability,FALSE,56.15,4
RAN202400270,30-07-2024 22:00,Hospital,Large,21,Jan-50,Weekly,TRUE,64.95,TRUE,FALSE,84,Compromised Credentials,FALSE,21.28,6
RAN202400271,19-09-2024 17:00,Insurance,Large,15,Jan-50,Daily,TRUE,49.63,FALSE,FALSE,52,Exploited Vulnerability,TRUE,60.18,6
RAN202400272,11-11-2024 03:00,Insurance,Large,18,Jan-50,More than once per day,FALSE,19.79,TRUE,FALSE,17,Compromised Credentials,FALSE,36.4,7
RAN202400273,13-02-2024 15:00,Insurance,Large,7,Jan-50,Daily,TRUE,42.15,TRUE,FALSE,56,Compromised Credentials,TRUE,55.84,1
RAN202400274,05-01-2024 02:00,Pharma,Medium,11,50-350,Weekly,FALSE,52.55,FALSE,TRUE,23,RDP Exploit,FALSE,14.75,1
RAN202400275,07-09-2024 04:00,Clinic,Medium,8,50-350,Daily,FALSE,41.28,FALSE,TRUE,37,Exploited Vulnerability,FALSE,46.41,5
RAN202400276,03-05-2024 06:00,Clinic,Small,6,Jan-50,More than once per day,TRUE,30.23,FALSE,TRUE,32,Exploited Vulnerability,TRUE,17.75,7
RAN202400277,19-02-2024 05:00,Research Lab,Small,8,Jan-50,Monthly,FALSE,67.88,FALSE,TRUE,55,Compromised Credentials,FALSE,11.77,7
RAN202400278,17-01-2024 03:00,Clinic,Small,2,Jan-50,Daily,FALSE,85.76,TRUE,FALSE,43,Compromised Credentials,FALSE,26.08,4
RAN202400279,23-03-2024 21:00,Research Lab,Small,19,350+,More than once per day,FALSE,22.2,FALSE,FALSE,8,Compromised Credentials,TRUE,87.67,7
RAN202400280,21-06-2024 19:00,Research Lab,Small,16,Jan-50,Daily,TRUE,71.91,FALSE,FALSE,71,Compromised Credentials,FALSE,24.82,5
RAN202400281,10-05-2024 02:00,Insurance,Large,7,350+,Daily,TRUE,49.7,TRUE,FALSE,23,RDP Exploit,TRUE,75.15,5
RAN202400282,06-09-2024 10:00,Hospital,Medium,10,50-350,Daily,TRUE,63.48,TRUE,TRUE,68,Phishing Email,FALSE,43.17,7
RAN202400283,07-11-2024 13:00,Hospital,Medium,12,Jan-50,Monthly,TRUE,43.46,TRUE,FALSE,53,Compromised Credentials,TRUE,33.19,1
RAN202400284,11-10-2024 22:00,Hospital,Large,17,350+,Monthly,FALSE,58.72,TRUE,FALSE,16,Phishing Email,TRUE,61.22,3
RAN202400285,04-04-2024 01:00,Clinic,Medium,7,50-350,Daily,FALSE,39.95,TRUE,FALSE,13,Compromised Credentials,FALSE,51.95,1
RAN202400286,26-03-2024 07:00,Hospital,Medium,22,50-350,Daily,FALSE,63.14,TRUE,TRUE,43,Compromised Credentials,TRUE,60.65,2
RAN202400287,02-08-2024 12:00,Clinic,Medium,8,350+,Weekly,TRUE,75.08,FALSE,FALSE,21,Phishing Email,TRUE,62.6,3
RAN202400288,07-04-2024 04:00,Clinic,Small,7,Jan-50,Daily,TRUE,68.1,TRUE,TRUE,52,Compromised Credentials,FALSE,29.93,6
RAN202400289,07-04-2024 15:00,Hospital,Medium,4,Jan-50,More than once per day,FALSE,29.14,FALSE,FALSE,5,Phishing Email,FALSE,37.78,4
RAN202400290,10-03-2024 19:00,Clinic,Medium,3,50-350,Monthly,TRUE,78.6,TRUE,FALSE,52,Phishing Email,FALSE,45.92,3
RAN202400291,03-06-2024 04:00,Hospital,Large,19,Jan-50,Daily,TRUE,57.52,TRUE,FALSE,75,Phishing Email,FALSE,26.1,4
RAN202400292,03-07-2024 11:00,Hospital,Medium,15,Jan-50,Daily,TRUE,63.69,TRUE,FALSE,54,Exploited Vulnerability,FALSE,36.41,4
RAN202400293,14-07-2024 13:00,Insurance,Medium,4,Jan-50,Daily,TRUE,66.72,TRUE,FALSE,75,Phishing Email,TRUE,59.98,5
RAN202400294,22-08-2024 23:00,Hospital,Large,9,Jan-50,Daily,TRUE,53.14,TRUE,TRUE,58,Phishing Email,TRUE,52.94,2
RAN202400295,12-12-2024 08:00,Hospital,Medium,13,50-350,More than once per day,TRUE,27.94,TRUE,TRUE,28,Exploited Vulnerability,TRUE,51.73,1
RAN202400296,06-07-2024 14:00,Clinic,Small,18,Jan-50,More than once per day,TRUE,40.8,TRUE,FALSE,33,Phishing Email,FALSE,23.97,7
RAN202400297,30-07-2024 12:00,Research Lab,Medium,21,50-350,Daily,FALSE,62.17,TRUE,FALSE,41,Exploited Vulnerability,TRUE,58.98,5
RAN202400298,29-04-2024 09:00,Hospital,Medium,16,50-350,Weekly,TRUE,65.75,TRUE,TRUE,64,Compromised Credentials,FALSE,21.78,5
RAN202400299,02-03-2024 10:00,Clinic,Medium,1,50-350,Daily,FALSE,56.02,TRUE,FALSE,27,Compromised Credentials,TRUE,61.18,2
RAN202400300,08-06-2024 20:00,Hospital,Large,4,Jan-50,Daily,TRUE,42.89,FALSE,FALSE,42,Malicious Website,FALSE,28.68,1
RAN202400301,18-03-2024 15:00,Hospital,Medium,18,50-350,Weekly,FALSE,62.76,TRUE,TRUE,46,Phishing Email,FALSE,36.65,5
RAN202400302,08-10-2024 16:00,Clinic,Small,8,Jan-50,Monthly,TRUE,79.08,TRUE,FALSE,64,Compromised Credentials,TRUE,44.44,3
RAN202400303,19-11-2024 18:00,Clinic,Medium,20,50-350,Daily,TRUE,50.39,FALSE,TRUE,90,Exploited Vulnerability,TRUE,43.59,1
RAN202400304,13-03-2024 14:00,Clinic,Medium,16,350+,More than once per day,TRUE,29.41,TRUE,FALSE,26,Exploited Vulnerability,FALSE,64.75,2
RAN202400305,26-09-2024 16:00,Research Lab,Medium,21,50-350,Daily,FALSE,59.58,TRUE,FALSE,52,Exploited Vulnerability,FALSE,26.52,3
RAN202400306,22-08-2024 03:00,Pharma,Medium,11,50-350,Weekly,TRUE,53.91,FALSE,FALSE,67,Phishing Email,FALSE,37.06,3
RAN202400307,02-02-2024 04:00,Clinic,Medium,20,50-350,More than once per day,TRUE,27.3,TRUE,FALSE,39,Exploited Vulnerability,TRUE,17.43,5
RAN202400308,22-06-2024 20:00,Hospital,Medium,21,Jan-50,Daily,FALSE,55.46,TRUE,FALSE,47,Compromised Credentials,FALSE,29.04,2
RAN202400309,04-04-2024 02:00,Research Lab,Medium,21,350+,More than once per day,TRUE,36.28,TRUE,FALSE,22,RDP Exploit,FALSE,55.08,2
RAN202400310,08-01-2024 06:00,Hospital,Large,21,350+,More than once per day,TRUE,31.36,FALSE,FALSE,19,Malicious Website,TRUE,84.32,5
RAN202400311,29-03-2024 09:00,Clinic,Small,19,Jan-50,Daily,TRUE,75.78,TRUE,FALSE,82,Compromised Credentials,TRUE,49.7,6
RAN202400312,01-10-2024 12:00,Hospital,Medium,23,50-350,Daily,TRUE,71.06,TRUE,TRUE,80,Compromised Credentials,FALSE,34.36,1
RAN202400313,13-08-2024 07:00,Hospital,Large,19,350+,Weekly,TRUE,65.01,TRUE,FALSE,22,Exploited Vulnerability,TRUE,67.79,4
RAN202400314,13-09-2024 22:00,Pharma,Large,18,350+,Weekly,TRUE,42.76,TRUE,FALSE,21,RDP Exploit,FALSE,37.14,5
RAN202400315,11-11-2024 13:00,Insurance,Medium,19,50-350,Daily,FALSE,54.24,TRUE,FALSE,33,Compromised Credentials,FALSE,31.45,3
RAN202400316,14-05-2024 14:00,Clinic,Medium,11,50-350,Daily,FALSE,69.58,FALSE,TRUE,34,Phishing Email,TRUE,53.09,4
RAN202400317,22-04-2024 20:00,Clinic,Small,3,Jan-50,Daily,TRUE,60.54,TRUE,FALSE,41,Compromised Credentials,FALSE,21.94,1
RAN202400318,29-05-2024 01:00,Hospital,Large,8,350+,More than once per day,TRUE,38.54,TRUE,TRUE,17,Exploited Vulnerability,TRUE,73.41,6
RAN202400319,06-01-2024 08:00,Hospital,Medium,20,Jan-50,Monthly,FALSE,67.69,TRUE,FALSE,60,Compromised Credentials,TRUE,32.36,7
RAN202400320,25-11-2024 22:00,Hospital,Medium,19,50-350,Monthly,FALSE,66.49,TRUE,FALSE,35,RDP Exploit,FALSE,52.55,1
RAN202400321,13-12-2024 15:00,Clinic,Small,10,Jan-50,Daily,FALSE,64.12,TRUE,FALSE,45,Compromised Credentials,FALSE,24.37,6
RAN202400322,31-05-2024 03:00,Research Lab,Small,16,Jan-50,More than once per day,TRUE,22.14,TRUE,FALSE,24,RDP Exploit,TRUE,64.62,7
RAN202400323,03-01-2024 11:00,Clinic,Medium,5,50-350,More than once per day,FALSE,29.35,FALSE,FALSE,14,Compromised Credentials,TRUE,68.93,7
RAN202400324,26-09-2024 03:00,Hospital,Large,20,350+,Weekly,FALSE,51.69,TRUE,FALSE,19,Phishing Email,FALSE,18.47,7
RAN202400325,05-11-2024 23:00,Pharma,Large,9,Jan-50,Weekly,TRUE,34.32,TRUE,TRUE,33,Phishing Email,FALSE,38.23,7
RAN202400326,07-12-2024 14:00,Research Lab,Medium,8,50-350,Weekly,TRUE,44.27,TRUE,TRUE,40,Exploited Vulnerability,FALSE,56.43,1
RAN202400327,22-04-2024 22:00,Clinic,Small,11,Jan-50,Weekly,TRUE,69.99,FALSE,FALSE,73,Compromised Credentials,FALSE,22.98,4
RAN202400328,23-12-2024 22:00,Clinic,Small,16,Jan-50,Daily,TRUE,46.1,TRUE,FALSE,64,Exploited Vulnerability,FALSE,20.11,5
RAN202400329,02-03-2024 14:00,Clinic,Medium,7,50-350,Weekly,FALSE,66.69,TRUE,FALSE,28,Compromised Credentials,TRUE,47.63,6
RAN202400330,12-10-2024 03:00,Hospital,Medium,15,50-350,Weekly,FALSE,51.36,TRUE,FALSE,21,Exploited Vulnerability,FALSE,33.08,2
RAN202400331,22-09-2024 15:00,Hospital,Large,24,Jan-50,Daily,FALSE,49.15,FALSE,FALSE,40,Compromised Credentials,TRUE,61.49,5
RAN202400332,25-01-2024 14:00,Research Lab,Small,21,Jan-50,Daily,FALSE,66.77,TRUE,FALSE,41,Phishing Email,TRUE,43.6,5
RAN202400333,26-03-2024 05:00,Hospital,Medium,20,Jan-50,Weekly,TRUE,70.78,TRUE,FALSE,74,Exploited Vulnerability,FALSE,28.66,4
RAN202400334,26-05-2024 09:00,Hospital,Medium,23,Jan-50,Weekly,TRUE,73.14,FALSE,FALSE,82,Exploited Vulnerability,TRUE,39.51,3
RAN202400335,17-06-2024 11:00,Hospital,Large,17,350+,Weekly,FALSE,57.05,TRUE,FALSE,21,Compromised Credentials,TRUE,64.38,7
RAN202400336,30-08-2024 05:00,Hospital,Large,6,350+,Weekly,TRUE,48.65,TRUE,FALSE,22,Exploited Vulnerability,TRUE,77.89,4
RAN202400337,09-04-2024 01:00,Insurance,Medium,15,Jan-50,Weekly,TRUE,47.29,FALSE,FALSE,63,Compromised Credentials,TRUE,58.91,3
RAN202400338,04-08-2024 10:00,Research Lab,Medium,8,50-350,Weekly,TRUE,62.34,TRUE,FALSE,56,Exploited Vulnerability,TRUE,57.41,4
RAN202400339,19-10-2024 18:00,Clinic,Small,7,350+,Daily,TRUE,47.43,TRUE,TRUE,20,Compromised Credentials,TRUE,71.95,3
RAN202400340,19-08-2024 11:00,Hospital,Medium,2,Jan-50,Weekly,FALSE,69.11,TRUE,FALSE,10,RDP Exploit,TRUE,64.08,2
RAN202400341,28-03-2024 05:00,Clinic,Medium,13,350+,Daily,TRUE,75.17,TRUE,FALSE,32,Compromised Credentials,TRUE,60.17,6
RAN202400342,11-08-2024 07:00,Clinic,Small,23,350+,Daily,TRUE,51.22,TRUE,FALSE,36,Exploited Vulnerability,TRUE,64.56,2
RAN202400343,20-06-2024 00:00,Hospital,Medium,6,Jan-50,More than once per day,FALSE,32.06,TRUE,FALSE,12,Compromised Credentials,TRUE,56.62,1
RAN202400344,20-02-2024 02:00,Clinic,Small,5,Jan-50,Weekly,FALSE,71.19,TRUE,FALSE,39,Phishing Email,FALSE,28.69,7
RAN202400345,06-03-2024 04:00,Hospital,Large,20,350+,Weekly,FALSE,53.15,TRUE,FALSE,19,Exploited Vulnerability,TRUE,75.84,1
RAN202400346,15-01-2024 16:00,Clinic,Medium,1,50-350,Monthly,TRUE,65.12,TRUE,FALSE,57,Exploited Vulnerability,FALSE,13.53,3
RAN202400347,26-04-2024 22:00,Clinic,Small,18,Jan-50,Daily,FALSE,67.46,TRUE,FALSE,61,Exploited Vulnerability,TRUE,35.64,5
RAN202400348,30-09-2024 11:00,Hospital,Medium,15,Jan-50,Daily,FALSE,67.31,TRUE,FALSE,36,Compromised Credentials,TRUE,37.74,7
RAN202400349,26-11-2024 23:00,Hospital,Medium,23,50-350,Daily,TRUE,56.57,TRUE,TRUE,44,Compromised Credentials,TRUE,56.68,1
